time,sunspots,,
1906.83 ,17.8 ,,
1906.92 ,38.9 ,,
1907.00 ,64.7 ,,
1907.08 ,76.4 ,,
1907.17 ,108.2,,
1907.25 ,60.7 ,,
1907.33 ,52.6 ,,
1907.42 ,42.9 ,,
1907.50 ,40.4 ,,
1907.58 ,49.7 ,,
1907.67 ,54.3 ,,
1907.75 ,85.0 ,,
1907.83 ,65.4 ,,
1907.92 ,61.5 ,,
1908.00 ,47.3 ,,
1908.08 ,39.2 ,,
1908.17 ,33.9 ,,
1908.25 ,28.7 ,,
1908.33 ,57.6 ,,
1908.42 ,40.8 ,,
1908.50 ,48.1 ,,
1908.58 ,39.5 ,,
1908.67 ,90.5 ,,
1908.75 ,86.9 ,,
1908.83 ,32.3 ,,
1908.92 ,45.5 ,,
1909.00 ,39.5 ,,
1909.08 ,56.7 ,,
1909.17 ,46.6 ,,
1909.25 ,66.3 ,,
1909.33 ,32.3 ,,
1909.42 ,36.0 ,,
1909.50 ,22.6 ,,
1909.58 ,35.8 ,,
1909.67 ,23.1 ,,
1909.75 ,38.8 ,,
1909.83 ,58.4 ,,
1909.92 ,55.8 ,,
1910.00 ,54.2 ,,
1910.08 ,26.4 ,,
1910.17 ,31.5 ,,
1910.25 ,21.4 ,,
1910.33 ,8.4 ,,
1910.42 ,22.2 ,,
1910.50 ,12.3 ,,
1910.58 ,14.1 ,,
1910.67 ,11.5 ,,
1910.75 ,26.2 ,,
1910.83 ,38.3 ,,
1910.92 ,4.9 ,,
1911.00 ,5.8 ,,
1911.08 ,3.4 ,,
1911.17 ,9.0 ,,
1911.25 ,7.8 ,,
1911.33 ,16.5 ,,
1911.42 ,9.0 ,,
1911.50 ,2.2 ,,
1911.58 ,3.5 ,,
1911.67 ,4.0 ,,
1911.75 ,4.0 ,,
1911.83 ,2.6 ,,
1911.92 ,4.2 ,,
1912.00 ,2.2 ,,
1912.08 ,0.3 ,,
1912.17 ,0.0 ,,
1912.25 ,4.9 ,,
1912.33 ,4.5 ,,
1912.42 ,4.4 ,,
1912.50 ,4.1 ,,
1912.58 ,3.0 ,,
1912.67 ,0.3 ,,
1912.75 ,9.5 ,,
1912.83 ,4.6 ,,
1912.92 ,1.1 ,,
1913.00 ,6.4 ,,
1913.08 ,2.3 ,,
1913.17 ,2.9 ,,
1913.25 ,0.5 ,,
1913.33 ,0.9 ,,
1913.42 ,0.0 ,,
1913.50 ,0.0 ,,
1913.58 ,1.7 ,,
1913.67 ,0.2 ,,
1913.75 ,1.2 ,,
1913.83 ,3.1 ,,
1913.92 ,0.7 ,,
1914.00 ,3.8 ,,
1914.08 ,2.8 ,,
1914.17 ,2.6 ,,
1914.25 ,3.1 ,,
1914.33 ,17.3 ,,
1914.42 ,5.2 ,,
1914.50 ,11.4 ,,
1914.58 ,5.4 ,,
1914.67 ,7.7 ,,
1914.75 ,12.7 ,,
1914.83 ,8.2 ,,
1914.92 ,16.4 ,,
1915.00 ,22.3 ,,
1915.08 ,23.0 ,,
1915.17 ,42.3 ,,
1915.25 ,38.8 ,,
1915.33 ,41.3 ,,
1915.42 ,33.0 ,,
1915.50 ,68.8 ,,
1915.58 ,71.6 ,,
1915.67 ,69.6 ,,
1915.75 ,49.5 ,,
1915.83 ,53.5 ,,
1915.92 ,42.5 ,,
1916.00 ,34.5 ,,
1916.08 ,45.3 ,,
1916.17 ,55.4 ,,
1916.25 ,67.0 ,,
1916.33 ,71.8 ,,
1916.42 ,74.5 ,,
1916.50 ,67.7 ,,
1916.58 ,53.5 ,,
1916.67 ,35.2 ,,
1916.75 ,45.1 ,,
1916.83 ,50.7 ,,
1916.92 ,65.6 ,,
1917.00 ,53.0 ,,
1917.08 ,74.7 ,,
1917.17 ,71.9 ,,
1917.25 ,94.8 ,,
1917.33 ,74.7 ,,
1917.42 ,114.1,,
1917.50 ,114.9,,
1917.58 ,119.8,,
1917.67 ,154.5,,
1917.75 ,129.4,,
1917.83 ,72.2 ,,
1917.92 ,96.4 ,,
1918.00 ,129.3,,
1918.08 ,96.0 ,,
1918.17 ,65.3 ,,
1918.25 ,72.2 ,,
1918.33 ,80.5 ,,
1918.42 ,76.7 ,,
1918.50 ,59.4 ,,
1918.58 ,107.6,,
1918.67 ,101.7,,
1918.75 ,79.9 ,,
1918.83 ,85.0 ,,
1918.92 ,83.4 ,,
1919.00 ,59.2 ,,
1919.08 ,48.1 ,,
1919.17 ,79.5 ,,
1919.25 ,66.5 ,,
1919.33 ,51.8 ,,
1919.42 ,88.1 ,,
1919.50 ,111.2,,
1919.58 ,64.7 ,,
1919.67 ,69.0 ,,
1919.75 ,54.7 ,,
1919.83 ,52.8 ,,
1919.92 ,42.0 ,,
1920.00 ,34.9 ,,
1920.08 ,51.1 ,,
1920.17 ,53.9 ,,
1920.25 ,70.2 ,,
1920.33 ,14.8 ,,
1920.42 ,33.3 ,,
1920.50 ,38.7 ,,
1920.58 ,27.5 ,,
1920.67 ,19.2 ,,
1920.75 ,36.3 ,,
1920.83 ,49.6 ,,
1920.92 ,27.2 ,,
1921.00 ,29.9 ,,
1921.08 ,31.5 ,,
1921.17 ,28.3 ,,
1921.25 ,26.7 ,,
1921.33 ,32.4 ,,
1921.42 ,22.2 ,,
1921.50 ,33.7 ,,
1921.58 ,41.9 ,,
1921.67 ,22.8 ,,
1921.75 ,17.8 ,,
1921.83 ,18.2 ,,
1921.92 ,17.8 ,,
1922.00 ,20.3 ,,
1922.08 ,11.8 ,,
1922.17 ,26.4 ,,
1922.25 ,54.7 ,,
1922.33 ,11.0 ,,
1922.42 ,8.0 ,,
1922.50 ,5.8 ,,
1922.58 ,10.9 ,,
1922.67 ,6.5 ,,
1922.75 ,4.7 ,,
1922.83 ,6.2 ,,
1922.92 ,7.4 ,,
1923.00 ,17.5 ,,
1923.08 ,4.5 ,,
1923.17 ,1.5 ,,
1923.25 ,3.3 ,,
1923.33 ,6.1 ,,
1923.42 ,3.2 ,,
1923.50 ,9.1 ,,
1923.58 ,3.5 ,,
1923.67 ,0.5 ,,
1923.75 ,13.2 ,,
1923.83 ,11.6 ,,
1923.92 ,10.0 ,,
1924.00 ,2.8 ,,
1924.08 ,0.5 ,,
1924.17 ,5.1 ,,
1924.25 ,1.8 ,,
1924.33 ,11.3 ,,
1924.42 ,20.8 ,,
1924.50 ,24.0 ,,
1924.58 ,28.1 ,,
1924.67 ,19.3 ,,
1924.75 ,25.1 ,,
1924.83 ,25.6 ,,
1924.92 ,22.5 ,,
1925.00 ,16.5 ,,
1925.08 ,5.5 ,,
1925.17 ,23.2 ,,
1925.25 ,18.0 ,,
1925.33 ,31.7 ,,
1925.42 ,42.8 ,,
1925.50 ,47.5 ,,
1925.58 ,38.5 ,,
1925.67 ,37.9 ,,
1925.75 ,60.2 ,,
1925.83 ,69.2 ,,
1925.92 ,58.6 ,,
1926.00 ,98.6 ,,
1926.08 ,71.8 ,,
1926.17 ,70.0 ,,
1926.25 ,62.5 ,,
1926.33 ,38.5 ,,
1926.42 ,64.3 ,,
1926.50 ,73.5 ,,
1926.58 ,52.3 ,,
1926.67 ,61.6 ,,
1926.75 ,60.8 ,,
1926.83 ,71.5 ,,
1926.92 ,60.5 ,,
1927.00 ,79.4 ,,
1927.08 ,81.6 ,,
1927.17 ,93.0 ,,
1927.25 ,69.6 ,,
1927.33 ,93.5 ,,
1927.42 ,79.1 ,,
1927.50 ,59.1 ,,
1927.58 ,54.9 ,,
1927.67 ,53.8 ,,
1927.75 ,68.4 ,,
1927.83 ,63.1 ,,
1927.92 ,67.2 ,,
1928.00 ,45.2 ,,
1928.08 ,83.5 ,,
1928.17 ,73.5 ,,
1928.25 ,85.4 ,,
1928.33 ,80.6 ,,
1928.42 ,76.9 ,,
1928.50 ,91.4 ,,
1928.58 ,98.0 ,,
1928.67 ,83.8 ,,
1928.75 ,89.7 ,,
1928.83 ,61.4 ,,
1928.92 ,50.3 ,,
1929.00 ,59.0 ,,
1929.08 ,68.9 ,,
1929.17 ,64.1 ,,
1929.25 ,50.2 ,,
1929.33 ,52.8 ,,
1929.42 ,58.2 ,,
1929.50 ,71.9 ,,
1929.58 ,70.2 ,,
1929.67 ,65.8 ,,
1929.75 ,34.4 ,,
1929.83 ,54.0 ,,
1929.92 ,81.1 ,,
1930.00 ,108,,
1930.08 ,65.3 ,,
1930.17 ,49.2 ,,
1930.25 ,35.0 ,,
1930.33 ,38.2 ,,
1930.42 ,36.8 ,,
1930.50 ,28.8 ,,
1930.58 ,21.9 ,,
1930.67 ,24.9 ,,
1930.75 ,32.1 ,,
1930.83 ,34.4 ,,
1930.92 ,35.6 ,,
1931.00 ,25.8 ,,
1931.08 ,14.6 ,,
1931.17 ,43.1 ,,
1931.25 ,30.0 ,,
1931.33 ,31.2 ,,
1931.42 ,24.6 ,,
1931.50 ,15.3 ,,
1931.58 ,17.4 ,,
1931.67 ,13.0 ,,
1931.75 ,19.0 ,,
1931.83 ,10.0 ,,
1931.92 ,18.7 ,,
1932.00 ,17.8 ,,
1932.08 ,12.1 ,,
1932.17 ,10.6 ,,
1932.25 ,11.2 ,,
1932.33 ,11.2 ,,
1932.42 ,17.9 ,,
1932.50 ,22.2 ,,
1932.58 ,9.6 ,,
1932.67 ,6.8 ,,
1932.75 ,4.0 ,,
1932.83 ,8.9 ,,
1932.92 ,8.2 ,,
1933.00 ,11.0 ,,
1933.08 ,12.3 ,,
1933.17 ,22.2 ,,
1933.25 ,10.1 ,,
1933.33 ,2.9 ,,
1933.42 ,3.2 ,,
1933.50 ,5.2 ,,
1933.58 ,2.8 ,,
1933.67 ,0.2 ,,
1933.75 ,5.1 ,,
1933.83 ,3.0 ,,
1933.92 ,0.6 ,,
1934.00 ,0.3 ,,
1934.08 ,3.4 ,,
1934.17 ,7.8 ,,
1934.25 ,4.3 ,,
1934.33 ,11.3 ,,
1934.42 ,19.7 ,,
1934.50 ,6.7 ,,
1934.58 ,9.3 ,,
1934.67 ,8.3 ,,
1934.75 ,4.0 ,,
1934.83 ,5.7 ,,
1934.92 ,8.7 ,,
1935.00 ,15.4 ,,
1935.08 ,18.9 ,,
1935.17 ,20.5 ,,
1935.25 ,23.1 ,,
1935.33 ,12.2 ,,
1935.42 ,27.3 ,,
1935.50 ,45.7 ,,
1935.58 ,33.9 ,,
1935.67 ,30.1 ,,
1935.75 ,42.1 ,,
1935.83 ,53.2 ,,
1935.92 ,64.2 ,,
1936.00 ,61.5 ,,
1936.08 ,62.8 ,,
1936.17 ,74.3 ,,
1936.25 ,77.1 ,,
1936.33 ,74.9 ,,
1936.42 ,54.6 ,,
1936.50 ,70.0 ,,
1936.58 ,52.3 ,,
1936.67 ,87.0 ,,
1936.75 ,76.0 ,,
1936.83 ,89.0 ,,
1936.92 ,115.4,,
1937.00 ,123.4,,
1937.08 ,132.5,,
1937.17 ,128.5,,
1937.25 ,83.9 ,,
1937.33 ,109.3,,
1937.42 ,116.7,,
1937.50 ,130.3,,
1937.58 ,145.1,,
1937.67 ,137.7,,
1937.75 ,100.7,,
1937.83 ,124.9,,
1937.92 ,74.4 ,,
1938.00 ,88.8 ,,
1938.08 ,98.4 ,,
1938.17 ,119.2,,
1938.25 ,86.5 ,,
1938.33 ,101,,
1938.42 ,127.4,,
1938.50 ,97.5 ,,
1938.58 ,165.3,,
1938.67 ,115.7,,
1938.75 ,89.6 ,,
1938.83 ,99.1 ,,
1938.92 ,122.2,,
1939.00 ,92.7 ,,
1939.08 ,80.3 ,,
1939.17 ,77.4 ,,
1939.25 ,64.6 ,,
1939.33 ,109.1,,
1939.42 ,118.3,,
1939.50 ,101,,
1939.58 ,97.6 ,,
1939.67 ,105.8,,
1939.75 ,112.6,,
1939.83 ,88.1 ,,
1939.92 ,68.1 ,,
1940.00 ,42.1 ,,
1940.08 ,50.5 ,,
1940.17 ,59.4 ,,
1940.25 ,83.3 ,,
1940.33 ,60.7 ,,
1940.42 ,54.4 ,,
1940.50 ,83.9 ,,
1940.58 ,67.5 ,,
1940.67 ,105.5,,
1940.75 ,66.5 ,,
1940.83 ,55.0 ,,
1940.92 ,58.4 ,,
1941.00 ,68.3 ,,
1941.08 ,45.6 ,,
1941.17 ,44.5 ,,
1941.25 ,46.4 ,,
1941.33 ,32.8 ,,
1941.42 ,29.5 ,,
1941.50 ,59.8 ,,
1941.58 ,66.9 ,,
1941.67 ,60.0 ,,
1941.75 ,65.9 ,,
1941.83 ,46.3 ,,
1941.92 ,38.3 ,,
1942.00 ,33.7 ,,
1942.08 ,35.6 ,,
1942.17 ,52.8 ,,
1942.25 ,54.2 ,,
1942.33 ,60.7 ,,
1942.42 ,25.0 ,,
1942.50 ,11.4 ,,
1942.58 ,17.7 ,,
1942.67 ,20.2 ,,
1942.75 ,17.2 ,,
1942.83 ,19.2 ,,
1942.92 ,30.7 ,,
1943.00 ,22.5 ,,
1943.08 ,12.4 ,,
1943.17 ,28.9 ,,
1943.25 ,27.4 ,,
1943.33 ,26.1 ,,
1943.42 ,14.1 ,,
1943.50 ,7.6 ,,
1943.58 ,13.2 ,,
1943.67 ,19.4 ,,
1943.75 ,10.0 ,,
1943.83 ,7.8 ,,
1943.92 ,10.2 ,,
1944.00 ,18.8 ,,
1944.08 ,3.7 ,,
1944.17 ,0.5 ,,
1944.25 ,11.0 ,,
1944.33 ,0.3 ,,
1944.42 ,2.5 ,,
1944.50 ,5.0 ,,
1944.58 ,5.0 ,,
1944.67 ,16.7 ,,
1944.75 ,14.3 ,,
1944.83 ,16.9 ,,
1944.92 ,10.8 ,,
1945.00 ,28.4 ,,
1945.08 ,18.5 ,,
1945.17 ,12.7 ,,
1945.25 ,21.5 ,,
1945.33 ,32.0 ,,
1945.42 ,30.6 ,,
1945.50 ,36.2 ,,
1945.58 ,42.6 ,,
1945.67 ,25.9 ,,
1945.75 ,34.9 ,,
1945.83 ,68.8 ,,
1945.92 ,46.0 ,,
1946.00 ,27.4 ,,
1946.08 ,47.6 ,,
1946.17 ,86.2 ,,
1946.25 ,76.6 ,,
1946.33 ,75.7 ,,
1946.42 ,84.9 ,,
1946.50 ,73.5 ,,
1946.58 ,116.2,,
1946.67 ,107.2,,
1946.75 ,94.4 ,,
1946.83 ,102.3,,
1946.92 ,123.8,,
1947.00 ,121.7,,
1947.08 ,115.7,,
1947.17 ,113.4,,
1947.25 ,129.8,,
1947.33 ,149.8,,
1947.42 ,201.3,,
1947.50 ,163.9,,
1947.58 ,157.9,,
1947.67 ,188.8,,
1947.75 ,169.4,,
1947.83 ,163.6,,
1947.92 ,128,,
1948.00 ,116.5,,
1948.08 ,108.5,,
1948.17 ,86.1 ,,
1948.25 ,94.8 ,,
1948.33 ,189.7,,
1948.42 ,174,,
1948.50 ,167.8,,
1948.58 ,142.2,,
1948.67 ,157.9,,
1948.75 ,143.3,,
1948.83 ,136.3,,
1948.92 ,95.8 ,,
1949.00 ,138,,
1949.08 ,119.1,,
1949.17 ,182.3,,
1949.25 ,157.5,,
1949.33 ,147,,
1949.42 ,106.2,,
1949.50 ,121.7,,
1949.58 ,125.8,,
1949.67 ,123.8,,
1949.75 ,145.3,,
1949.83 ,131.6,,
1949.92 ,143.5,,
1950.00 ,117.6,,
1950.08 ,101.6,,
1950.17 ,94.8 ,,
1950.25 ,109.7,,
1950.33 ,113.4,,
1950.42 ,106.2,,
1950.50 ,83.6 ,,
1950.58 ,91.0 ,,
1950.67 ,85.2 ,,
1950.75 ,51.3 ,,
1950.83 ,61.4 ,,
1950.92 ,54.8 ,,
1951.00 ,54.1 ,,
1951.08 ,59.9 ,,
1951.17 ,59.9 ,,
1951.25 ,59.9 ,,
1951.33 ,92.9 ,,
1951.42 ,108.5,,
1951.50 ,100.6,,
1951.58 ,61.5 ,,
1951.67 ,61.0 ,,
1951.75 ,83.1 ,,
1951.83 ,51.6 ,,
1951.92 ,52.4 ,,
1952.00 ,45.8 ,,
1952.08 ,40.7 ,,
1952.17 ,22.7 ,,
1952.25 ,22.0 ,,
1952.33 ,29.1 ,,
1952.42 ,23.4 ,,
1952.50 ,36.4 ,,
1952.58 ,39.3 ,,
1952.67 ,54.9 ,,
1952.75 ,28.2 ,,
1952.83 ,23.8 ,,
1952.92 ,22.1 ,,
1953.00 ,34.3 ,,
1953.08 ,26.5 ,,
1953.17 ,3.9 ,,
1953.25 ,10.0 ,,
1953.33 ,27.8 ,,
1953.42 ,12.5 ,,
1953.50 ,21.8 ,,
1953.58 ,8.6 ,,
1953.67 ,23.5 ,,
1953.75 ,19.3 ,,
1953.83 ,8.2 ,,
1953.92 ,1.6 ,,
1954.00 ,2.5 ,,
1954.08 ,0.2 ,,
1954.17 ,0.5 ,,
1954.25 ,10.9 ,,
1954.33 ,1.8 ,,
1954.42 ,0.8 ,,
1954.50 ,0.2 ,,
1954.58 ,4.8 ,,
1954.67 ,8.4 ,,
1954.75 ,1.5 ,,
1954.83 ,7.0 ,,
1954.92 ,9.2 ,,
1955.00 ,7.6 ,,
1955.08 ,23.1 ,,
1955.17 ,20.8 ,,
1955.25 ,4.9 ,,
1955.33 ,11.3 ,,
1955.42 ,28.9 ,,
1955.50 ,31.7 ,,
1955.58 ,26.7 ,,
1955.67 ,40.7 ,,
1955.75 ,42.7 ,,
1955.83 ,58.5 ,,
1955.92 ,89.2 ,,
1956.00 ,76.9 ,,
1956.08 ,73.6 ,,
1956.17 ,124,,
1956.25 ,118.4,,
1956.33 ,110.7,,
1956.42 ,136.6,,
1956.50 ,116.6,,
1956.58 ,129.1,,
1956.67 ,169.6,,
1956.75 ,173.2,,
1956.83 ,155.3,,
1956.92 ,201.3,,
1957.00 ,192.1,,
1957.08 ,165,,
1957.17 ,130.2,,
1957.25 ,157.4,,
1957.33 ,175.2,,
1957.42 ,164.6,,
1957.50 ,200.7,,
1957.58 ,187.2,,
1957.67 ,158,,
1957.75 ,235.8,,
1957.83 ,253.8,,
1957.92 ,210.9,,
1958.00 ,239.4,,
1958.08 ,202.5,,
1958.17 ,164.9,,
1958.25 ,190.7,,
1958.33 ,196,,
1958.42 ,175.3,,
1958.50 ,171.5,,
1958.58 ,191.4,,
1958.67 ,200.2,,
1958.75 ,201.2,,
1958.83 ,181.5,,
1958.92 ,152.3,,
1959.00 ,187.6,,
1959.08 ,217.4,,
1959.17 ,143.1,,
1959.25 ,185.7,,
1959.33 ,163.3,,
1959.42 ,172,,
1959.50 ,168.7,,
1959.58 ,149.6,,
1959.67 ,199.6,,
1959.75 ,145.2,,
1959.83 ,111.4,,
1959.92 ,124,,
1960.00 ,125,,
1960.08 ,146.3,,
1960.17 ,106,,
1960.25 ,102.2,,
1960.33 ,122,,
1960.42 ,119.6,,
1960.50 ,110.2,,
1960.58 ,121.7,,
1960.67 ,134.1,,
1960.75 ,127.2,,
1960.83 ,82.8 ,,
1960.92 ,89.6 ,,
1961.00 ,85.6 ,,
1961.08 ,57.9 ,,
1961.17 ,46.1 ,,
1961.25 ,53.0 ,,
1961.33 ,61.4 ,,
1961.42 ,51.0 ,,
1961.50 ,77.4 ,,
1961.58 ,70.2 ,,
1961.67 ,55.9 ,,
1961.75 ,63.6 ,,
1961.83 ,37.7 ,,
1961.92 ,32.6 ,,
1962.00 ,40.0 ,,
1962.08 ,38.7 ,,
1962.17 ,50.3 ,,
1962.25 ,45.6 ,,
1962.33 ,46.4 ,,
1962.42 ,43.7 ,,
1962.50 ,42.0 ,,
1962.58 ,21.8 ,,
1962.67 ,21.8 ,,
1962.75 ,51.3 ,,
1962.83 ,39.5 ,,
1962.92 ,26.9 ,,
1963.00 ,23.2 ,,
1963.08 ,19.8 ,,
1963.17 ,24.4 ,,
1963.25 ,17.1 ,,
1963.33 ,29.3 ,,
1963.42 ,43.0 ,,
1963.50 ,35.9 ,,
1963.58 ,19.6 ,,
1963.67 ,33.2 ,,
1963.75 ,38.8 ,,
1963.83 ,35.3 ,,
1963.92 ,23.4 ,,
1964.00 ,14.9 ,,
1964.08 ,15.3 ,,
1964.17 ,17.7 ,,
1964.25 ,16.5 ,,
1964.33 ,8.6 ,,
1964.42 ,9.5 ,,
1964.50 ,9.1 ,,
1964.58 ,3.1 ,,
1964.67 ,9.3 ,,
1964.75 ,4.7 ,,
1964.83 ,6.1 ,,
1964.92 ,7.4 ,,
1965.00 ,15.1 ,,
1965.08 ,17.5 ,,
1965.17 ,14.2 ,,
1965.25 ,11.7 ,,
1965.33 ,6.8 ,,
1965.42 ,24.1 ,,
1965.50 ,15.9 ,,
1965.58 ,11.9 ,,
1965.67 ,8.9 ,,
1965.75 ,16.8 ,,
1965.83 ,20.1 ,,
1965.92 ,15.8 ,,
1966.00 ,17.0 ,,
1966.08 ,28.2 ,,
1966.17 ,24.4 ,,
1966.25 ,25.3 ,,
1966.33 ,48.7 ,,
1966.42 ,45.3 ,,
1966.50 ,47.7 ,,
1966.58 ,56.7 ,,
1966.67 ,51.2 ,,
1966.75 ,50.2 ,,
1966.83 ,57.2 ,,
1966.92 ,57.2 ,,
1967.00 ,70.4 ,,
1967.08 ,110.9,,
1967.17 ,93.6 ,,
1967.25 ,111.8,,
1967.33 ,69.5 ,,
1967.42 ,86.5 ,,
1967.50 ,67.3 ,,
1967.58 ,91.5 ,,
1967.67 ,107.2,,
1967.75 ,76.8 ,,
1967.83 ,88.2 ,,
1967.92 ,94.3 ,,
1968.00 ,126.4,,
1968.08 ,121.8,,
1968.17 ,111.9,,
1968.25 ,92.2 ,,
1968.33 ,81.2 ,,
1968.42 ,127.2,,
1968.50 ,110.3,,
1968.58 ,96.1 ,,
1968.67 ,109.3,,
1968.75 ,117.2,,
1968.83 ,107.7,,
1968.92 ,86.0 ,,
1969.00 ,109.8,,
1969.08 ,104.4,,
1969.17 ,120.5,,
1969.25 ,135.8,,
1969.33 ,106.8,,
1969.42 ,120,,
1969.50 ,106,,
1969.58 ,96.8 ,,
1969.67 ,98.0 ,,
1969.75 ,91.3 ,,
1969.83 ,95.7 ,,
1969.92 ,93.5 ,,
1970.00 ,97.9 ,,
1970.08 ,111.5,,
1970.17 ,127.8,,
1970.25 ,102.9,,
1970.33 ,109.5,,
1970.42 ,127.5,,
1970.50 ,106.8,,
1970.58 ,112.5,,
1970.67 ,93.0 ,,
1970.75 ,99.5 ,,
1970.83 ,86.6 ,,
1970.92 ,95.2 ,,
1971.00 ,83.5 ,,
1971.08 ,91.3 ,,
1971.17 ,79.0 ,,
1971.25 ,60.7 ,,
1971.33 ,71.8 ,,
1971.42 ,57.5 ,,
1971.50 ,49.8 ,,
1971.58 ,81.0 ,,
1971.67 ,61.4 ,,
1971.75 ,50.2 ,,
1971.83 ,51.7 ,,
1971.92 ,63.2 ,,
1972.00 ,82.2 ,,
1972.08 ,61.5 ,,
1972.17 ,88.4 ,,
1972.25 ,80.1 ,,
1972.33 ,63.2 ,,
1972.42 ,80.5 ,,
1972.50 ,88.0 ,,
1972.58 ,76.5 ,,
1972.67 ,76.8 ,,
1972.75 ,64.0 ,,
1972.83 ,61.3 ,,
1972.92 ,41.6 ,,
1973.00 ,45.3 ,,
1973.08 ,43.4 ,,
1973.17 ,42.9 ,,
1973.25 ,46.0 ,,
1973.33 ,57.7 ,,
1973.42 ,42.4 ,,
1973.50 ,39.5 ,,
1973.58 ,23.1 ,,
1973.67 ,25.6 ,,
1973.75 ,59.3 ,,
1973.83 ,30.7 ,,
1973.92 ,23.9 ,,
1974.00 ,23.3 ,,
1974.08 ,27.6 ,,
1974.17 ,26.0 ,,
1974.25 ,21.3 ,,
1974.33 ,40.3 ,,
1974.42 ,39.5 ,,
1974.50 ,36.0 ,,
1974.58 ,55.8 ,,
1974.67 ,33.6 ,,
1974.75 ,40.2 ,,
1974.83 ,47.1 ,,
1974.92 ,25.0 ,,
1975.00 ,20.5 ,,
1975.08 ,18.9 ,,
1975.17 ,11.5 ,,
1975.25 ,11.5 ,,
1975.33 ,5.1 ,,
1975.42 ,9.0 ,,
1975.50 ,11.4 ,,
1975.58 ,28.2 ,,
1975.67 ,39.7 ,,
1975.75 ,13.9 ,,
1975.83 ,9.1 ,,
1975.92 ,19.4 ,,
1976.00 ,7.8 ,,
1976.08 ,8.1 ,,
1976.17 ,4.3 ,,
1976.25 ,21.9 ,,
1976.33 ,18.8 ,,
1976.42 ,12.4 ,,
1976.50 ,12.2 ,,
1976.58 ,1.9 ,,
1976.67 ,16.4 ,,
1976.75 ,13.5 ,,
1976.83 ,20.6 ,,
1976.92 ,5.2 ,,
1977.00 ,15.3 ,,
1977.08 ,16.4 ,,
1977.17 ,23.1 ,,
1977.25 ,8.7 ,,
1977.33 ,12.9 ,,
1977.42 ,18.6 ,,
1977.50 ,38.5 ,,
1977.58 ,21.4 ,,
1977.67 ,30.1 ,,
1977.75 ,44.0 ,,
1977.83 ,43.8 ,,
1977.92 ,29.1 ,,
1978.00 ,43.2 ,,
1978.08 ,51.9 ,,
1978.17 ,93.6 ,,
1978.25 ,76.5 ,,
1978.33 ,99.7 ,,
1978.42 ,82.7 ,,
1978.50 ,95.1 ,,
1978.58 ,70.4 ,,
1978.67 ,58.1 ,,
1978.75 ,138.2,,
1978.83 ,125.1,,
1978.92 ,97.9 ,,
1979.00 ,122.7,,
1979.08 ,166.6,,
1979.17 ,137.5,,
1979.25 ,138,,
1979.33 ,101.5,,
1979.42 ,134.4,,
1979.50 ,149.5,,
1979.58 ,159.4,,
1979.67 ,142.2,,
1979.75 ,188.4,,
1979.83 ,186.2,,
1979.92 ,183.3,,
1980.00 ,176.3,,
1980.08 ,159.6,,
1980.17 ,155,,
1980.25 ,126.2,,
1980.33 ,164.1,,
1980.42 ,179.9,,
1980.50 ,157.3,,
1980.58 ,136.3,,
1980.67 ,135.4,,
1980.75 ,155,,
1980.83 ,164.7,,
1980.92 ,147.9,,
1981.00 ,174.4,,
1981.08 ,114,,
1981.17 ,141.3,,
1981.25 ,135.5,,
1981.33 ,156.4,,
1981.42 ,127.5,,
1981.50 ,90.0 ,,
1981.58 ,143.8 ,,
1981.67 ,158.7,,
1981.75 ,167.3,,
1981.83 ,162.4,,
1981.92 ,137.5,,
1982.00 ,150.1,,
1982.08 ,111.2,,
1982.17 ,163.6,,
1982.25 ,153.8,,
1982.33 ,122,,
1982.42 ,82.2 ,,
1982.50 ,110.4 ,,
1982.58 ,106.1 ,,
1982.67 ,107.6 ,,
1982.75 ,118.8 ,,
1982.83 ,94.7 ,,
1982.92 ,98.1 ,,
1983.00 ,127.0 ,,
1983.08 ,84.3 ,,
1983.17 ,51.0 ,,
1983.25 ,66.5 ,,
1983.33 ,80.7 ,,
1983.42 ,99.2 ,,
1983.50 ,91.1 ,,
1983.58 ,82.2 ,,
1983.67 ,71.8 ,,
1983.75 ,50.3 ,,
1983.83 ,55.8 ,,
1983.92 ,33.3 ,,
1984.00 ,33.4 ,,
