日期,小时,监测站,CO,FSP,NO2,NOX,O3,RSP,SO2,CO-W,FSP-W,date
7/6/2020,16,中環,96,12,56,123,24,18,2,115,21,2038/2/8
7/6/2020,17,中環,78,9,30,46,46,16,1,117,20,2038/2/9
7/6/2020,18,中環,85,10,48,99,32,18,2,97,19,2038/2/10
7/6/2020,19,中環,87,12,51,107,27,20,2,85,17,2038/2/11
7/6/2020,20,中環,87,10,53,115,24,20,2,83,21,2038/2/12
7/6/2020,21,中環,85,9,49,92,21,18,2,89,21,2038/2/13
7/6/2020,22,中環,91,9,58,146,16,19,2,87,15,2038/2/14
7/6/2020,23,中環,74,10,36,76,31,19,2,70,13,2038/2/15
7/6/2020,24,中環,74,6,35,75,34,14,2,58,8,2038/2/16
8/6/2020,1,中環,80,8,31,66,30,18,2,58,8,2038/2/17
8/6/2020,2,中環,68,7,18,34,39,17,1,51,8,2038/2/18
8/6/2020,3,中環,68,7,18,34,40,15,1,51,4,2038/2/19
8/6/2020,4,中環,65,6,16,32,43,13,2,46,4,2038/2/20
8/6/2020,5,中環,69,8,23,41,39,16,2,42,4,2038/2/21
8/6/2020,6,中環,64,5,16,26,40,12,1,40,6,2038/2/22
8/6/2020,7,中環,86,3,54,114,18,10,2,46,6,2038/2/23
8/6/2020,8,中環,98,4,80,213,12,9,3,56,9,2038/2/24
8/6/2020,9,中環,122,8,79,279,15,11,5,69,10,2038/2/25
8/6/2020,10,中環,119,7,85,326,13,11,6,80,18,2038/2/26
8/6/2020,11,中環,104,11,65,176,23,17,3,68,16,2038/2/27
8/6/2020,12,中環,106,9,54,133,26,16,3,69,15,2038/2/28
8/6/2020,13,中環,128,13,73,227,17,20,4,58,13,2038/3/1
8/6/2020,14,中環,135,8,80,265,14,13,4,69,3,2038/3/2
8/6/2020,15,中環,138,11,85,320,10,18,5,120,14,2038/3/3
8/6/2020,16,中環,167,14,85,313,10,23,5,77,20,2038/3/4
8/6/2020,17,中環,135,15,74,203,18,25,3,84,19,2038/3/5
8/6/2020,18,中環,117,10,61,213,24,18,3,78,15,2038/3/6
8/6/2020,19,中環,117,7,79,328,16,16,5,90,13,2038/3/7
8/6/2020,20,中環,127,11,70,235,16,20,4,76,12,2038/3/8
8/6/2020,21,中環,149,16,65,199,12,25,3,69,12,2038/3/9
8/6/2020,22,中環,144,12,59,178,12,21,3,70,14,2038/3/10
8/6/2020,23,中環,140,14,56,200,11,25,4,67,15,2038/3/11
8/6/2020,24,中環,116,14,52,173,11,24,3,67,10,2038/3/12
9/6/2020,1,中環,106,11,48,128,12,21,3,61,10,2038/3/13
9/6/2020,2,中環,108,10,40,92,15,18,3,54,7,2038/3/14
9/6/2020,3,中環,100,5,36,73,19,14,2,54,7,2038/3/15
9/6/2020,4,中環,93,6,31,63,20,14,2,70,6,2038/3/16
9/6/2020,5,中環,83,5,33,74,23,13,2,47,5,2038/3/17
9/6/2020,6,中環,90,5,27,59,30,11,2,49,7,2038/3/18
9/6/2020,7,中環,88,4,28,62,33,10,2,46,6,2038/3/19
9/6/2020,8,中環,89,4,35,83,25,11,2,53,8,2038/3/20
9/6/2020,9,中環,112,7,65,245,17,14,3,61,10,2038/3/21
9/6/2020,10,中環,110,9,60,222,15,18,4,70,13,2038/3/22
9/6/2020,11,中環,125,8,61,248,15,19,4,71,15,2038/3/23
9/6/2020,12,中環,129,10,60,230,17,21,4,71,11,2038/3/24
9/6/2020,13,中環,109,12,44,124,25,22,3,71,12,2038/3/25
9/6/2020,14,中環,108,7,49,139,28,14,3,71,11,2038/3/26
9/6/2020,15,中環,104,6,35,79,34,15,2,71,9,2038/3/27
9/6/2020,16,中環,95,2,28,66,36,10,1,60,9,2038/3/28
9/6/2020,17,中環,92,2,42,109,30,10,2,59,11,2038/3/29
9/6/2020,18,中環,99,6,59,198,20,14,4,56,10,2038/3/30
9/6/2020,19,中環,135,13,91,438,11,20,7,51,10,2038/3/31
9/6/2020,20,中環,119,9,72,252,11,18,5,75,10,2038/4/1
9/6/2020,21,中環,109,7,55,132,14,15,3,58,11,2038/4/2
9/6/2020,22,中環,100,12,35,53,20,19,2,56,8,2038/4/3
9/6/2020,23,中環,76,19,35,48,20,26,2,63,6,2038/4/4
9/6/2020,24,中環,78,18,38,62,15,25,3,58,7,2038/4/5
10/6/2020,1,中環,98,9,38,62,13,16,4,57,7,2038/4/6
10/6/2020,2,中環,103,8,33,97,23,15,3,49,5,2038/4/7
10/6/2020,3,中環,103,9,33,97,35,15,3,42,5,2038/4/8
10/6/2020,4,中環,90,7,15,29,40,12,2,48,5,2038/4/9
10/6/2020,5,中環,79,3,15,27,39,8,1,43,4,2038/4/10
10/6/2020,6,中環,82,2,17,36,37,7,2,43,4,2038/4/11
10/6/2020,7,中環,76,4,25,48,37,8,2,43,6,2038/4/12
10/6/2020,8,中環,90,3,49,135,19,8,3,55,9,2038/4/13
10/6/2020,9,中環,97,4,60,166,21,10,3,58,10,2038/4/14
10/6/2020,10,中環,89,7,51,131,26,13,3,45,11,2038/4/15
10/6/2020,11,中環,99,7,46,128,30,13,3,50,7,2038/4/16
10/6/2020,12,中環,110,7,68,207,22,13,4,50,10,2038/4/17
10/6/2020,13,中環,116,7,65,244,18,13,5,53,10,2038/4/18
10/6/2020,14,中環,118,10,57,184,22,16,5,53,10,2038/4/19
10/6/2020,15,中環,127,11,87,310,14,19,6,49,10,2038/4/20
10/6/2020,16,中環,113,10,81,270,16,17,6,53,10,2038/4/21
10/6/2020,17,中環,104,9,63,209,19,17,5,56,8,2038/4/22
10/6/2020,18,中環,108,5,72,306,14,12,5,55,7,2038/4/23
10/6/2020,19,中環,119,8,91,419,10,16,7,72,7,2038/4/24
10/6/2020,20,中環,120,11,58,167,16,18,4,59,8,2038/4/25
10/6/2020,21,中環,101,6,35,78,28,11,3,62,10,2038/4/26
10/6/2020,22,中環,115,4,45,129,17,9,3,56,9,2038/4/27
10/6/2020,23,中環,94,8,43,107,16,13,2,60,7,2038/4/28
10/6/2020,24,中環,90,11,53,140,16,16,2,48,8,2038/4/29
11/6/2020,1,中環,88,12,47,134,15,19,4,46,7,2038/4/30
11/6/2020,2,中環,81,5,37,105,18,10,3,53,2,2038/5/1
11/6/2020,3,中環,77,9,29,64,22,12,2,53,5,2038/5/2
11/6/2020,4,中環,91,6,29,75,20,9,2,50,3,2038/5/3
11/6/2020,5,中環,87,5,30,82,19,8,3,42,2,2038/5/4
11/6/2020,6,中環,76,3,19,45,25,6,2,37,3,2038/5/5
11/6/2020,7,中環,85,5,25,60,20,7,2,41,4,2038/5/6
11/6/2020,8,中環,101,5,45,151,16,7,3,42,4,2038/5/7
11/6/2020,9,中環,107,5,73,288,14,10,5,42,6,2038/5/8
11/6/2020,10,中環,108,10,58,220,16,14,7,49,8,2038/5/9
11/6/2020,11,中環,105,6,55,178,18,12,5,50,6,2038/5/10
11/6/2020,12,中環,105,6,50,153,26,10,4,61,8,2038/5/11
11/6/2020,13,中環,80,7,47,128,29,10,5,55,8,2038/5/12
11/6/2020,14,中環,82,8,59,190,21,11,8,48,7,2038/5/13
11/6/2020,15,中環,83,9,55,186,20,14,6,47,7,2038/5/14
11/6/2020,16,中環,76,8,71,217,17,14,9,48,10,2038/5/15
11/6/2020,17,中環,79,5,70,188,20,9,7,56,8,2038/5/16
11/6/2020,18,中環,97,6,74,208,21,11,5,56,6,2038/5/17
11/6/2020,19,中環,97,8,68,179,23,12,4,67,5,2038/5/18
11/6/2020,20,中環,91,7,54,111,26,9,3,65,10,2038/5/19
11/6/2020,21,中環,102,5,47,105,22,7,3,66,10,2038/5/20
11/6/2020,22,中環,117,8,54,146,13,13,3,57,8,2038/5/21
11/6/2020,23,中環,95,9,48,120,14,18,3,56,6,2038/5/22
11/6/2020,24,中環,93,12,52,136,14,24,3,56,5,2038/5/23
12/6/2020,1,中環,93,13,43,116,17,22,3,51,6,2038/5/24
12/6/2020,2,中環,103,7,61,220,14,11,4,42,4,2038/5/25
12/6/2020,3,中環,103,8,61,220,12,11,4,41,3,2038/5/26
12/6/2020,4,中環,86,9,62,180,14,11,4,42,5,2038/5/27
12/6/2020,5,中環,72,7,43,121,14,9,4,44,4,2038/5/28
12/6/2020,6,中環,77,3,32,87,12,6,3,40,4,2038/5/29
12/6/2020,7,中環,89,4,42,154,10,6,4,42,4,2038/5/30
12/6/2020,8,中環,103,10,61,282,11,14,5,49,7,2038/5/31
12/6/2020,9,中環,89,10,52,184,18,16,5,53,8,2038/6/1
12/6/2020,10,中環,90,5,65,288,17,8,5,59,9,2038/6/2
12/6/2020,11,中環,100,10,70,327,13,17,6,50,11,2038/6/3
12/6/2020,12,中環,88,9,75,253,16,15,6,51,9,2038/6/4
12/6/2020,13,中環,96,13,80,229,19,18,5,54,11,2038/6/5
12/6/2020,14,中環,92,12,68,188,29,18,5,55,11,2038/6/6
12/6/2020,15,中環,99,10,67,161,34,13,4,54,12,2038/6/7
12/6/2020,16,中環,86,8,63,145,36,12,4,53,12,2038/6/8
12/6/2020,17,中環,95,8,87,239,23,12,4,54,11,2038/6/9
12/6/2020,18,中環,92,14,89,239,16,20,5,56,10,2038/6/10
12/6/2020,19,中環,101,10,102,346,12,15,6,55,13,2038/6/11
12/6/2020,20,中環,106,12,74,189,15,16,4,72,14,2038/6/12
12/6/2020,21,中環,99,13,64,158,14,16,4,66,16,2038/6/13
12/6/2020,22,中環,95,13,55,127,18,16,4,60,11,2038/6/14
12/6/2020,23,中環,80,11,45,86,19,16,4,42,9,2038/6/15
12/6/2020,24,中環,91,12,42,89,17,17,3,48,5,2038/6/16
13/6/2020,1,中環,94,17,34,63,21,24,3,43,6,2038/6/17
13/6/2020,2,中環,90,13,29,61,24,19,3,45,6,2038/6/18
13/6/2020,3,中環,89,12,21,37,33,20,1,45,5,2038/6/19
13/6/2020,4,中環,92,10,25,42,33,18,2,38,4,2038/6/20
13/6/2020,5,中環,96,7,25,42,31,11,2,42,2,2038/6/21
13/6/2020,6,中環,95,4,31,58,27,6,2,43,4,2038/6/22
13/6/2020,7,中環,93,5,34,62,25,11,2,36,4,2038/6/23
13/6/2020,8,中環,95,7,44,99,19,16,2,39,5,2038/6/24
13/6/2020,9,中環,97,8,51,122,20,17,3,39,5,2038/6/25
13/6/2020,10,中環,113,8,57,148,21,18,3,54,9,2038/6/26
13/6/2020,11,中環,124,9,79,252,12,16,5,62,10,2038/6/27
13/6/2020,12,中環,117,11,72,228,16,17,4,60,11,2038/6/28
13/6/2020,13,中環,107,11,61,141,27,19,3,53,8,2038/6/29
13/6/2020,14,中環,107,6,51,113,32,15,3,51,11,2038/6/30
13/6/2020,15,中環,97,7,41,87,37,16,3,47,10,2038/7/1
13/6/2020,16,中環,97,4,37,68,40,14,2,47,8,2038/7/2
13/6/2020,17,中環,94,5,43,84,35,15,2,45,8,2038/7/3
13/6/2020,18,中環,97,6,50,108,27,17,3,55,11,2038/7/4
13/6/2020,19,中環,95,7,37,66,34,17,2,48,9,2038/7/5
13/6/2020,20,中環,99,4,33,63,34,11,2,57,10,2038/7/6
13/6/2020,21,中環,101,5,28,52,29,12,1,49,12,2038/7/7
13/6/2020,22,中環,91,1,19,34,34,9,2,52,9,2038/7/8
13/6/2020,23,中環,89,2,18,33,34,11,1,44,9,2038/7/9
13/6/2020,24,中環,89,2,20,35,36,11,2,43,6,2038/7/10
14/6/2020,1,中環,90,3,21,35,37,11,2,43,5,2038/7/11
14/6/2020,2,中環,100,6,35,61,31,11,2,39,2,2038/7/12
14/6/2020,3,中環,100,3,35,61,36,7,2,40,3,2038/7/13
14/6/2020,4,中環,102,3,43,75,34,7,2,37,2,2038/7/14
14/6/2020,5,中環,92,3,33,52,37,7,2,37,2,2038/7/15
14/6/2020,6,中環,91,3,32,67,38,6,2,46,4,2038/7/16
14/6/2020,7,中環,86,4,22,41,45,7,2,44,4,2038/7/17
14/6/2020,8,中環,95,4,45,95,33,8,2,50,5,2038/7/18
14/6/2020,9,中環,90,6,43,91,36,12,2,49,6,2038/7/19
14/6/2020,10,中環,94,6,48,107,32,13,2,54,7,2038/7/20
14/6/2020,11,中環,102,4,54,122,31,9,3,61,6,2038/7/21
14/6/2020,12,中環,106,3,62,143,30,10,3,59,10,2038/7/22
14/6/2020,13,中環,106,8,67,148,32,17,3,51,8,2038/7/23
14/6/2020,14,中環,102,9,57,119,37,17,3,60,11,2038/7/24
14/6/2020,15,中環,99,7,54,119,32,14,3,59,10,2038/7/25
14/6/2020,16,中環,100,8,61,142,27,14,4,66,11,2038/7/26
14/6/2020,17,中環,94,5,52,111,34,12,3,66,11,2038/7/27
14/6/2020,18,中環,104,3,55,111,36,10,3,60,10,2038/7/28
14/6/2020,19,中環,109,7,63,148,25,11,3,68,8,2038/7/29
14/6/2020,20,中環,116,9,71,157,20,15,3,77,8,2038/7/30
14/6/2020,21,中環,108,7,60,117,26,12,3,81,11,2038/7/31
14/6/2020,22,中環,106,7,58,94,26,13,2,63,13,2038/8/1
14/6/2020,23,中環,100,7,64,130,22,13,3,57,9,2038/8/2
14/6/2020,24,中環,95,8,55,102,22,16,2,56,5,2038/8/3
15/6/2020,1,中環,88,5,35,58,31,13,2,51,5,2038/8/4
15/6/2020,2,中環,91,6,38,77,27,13,2,42,4,2038/8/5
15/6/2020,3,中環,87,8,37,70,28,19,3,42,2,2038/8/6
15/6/2020,4,中環,93,8,30,57,37,15,2,51,2,2038/8/7
15/6/2020,5,中環,89,3,38,69,33,9,2,40,4,2038/8/8
15/6/2020,6,中環,96,2,40,74,23,11,3,44,3,2038/8/9
15/6/2020,7,中環,103,4,55,128,17,16,3,48,4,2038/8/10
15/6/2020,8,中環,102,5,62,159,18,11,3,54,4,2038/8/11
15/6/2020,9,中環,104,4,72,202,17,10,4,51,7,2038/8/12
15/6/2020,10,中環,102,7,65,196,21,15,4,57,11,2038/8/13
15/6/2020,11,中環,125,9,80,258,17,20,5,53,10,2038/8/14
15/6/2020,12,中環,115,8,54,169,26,19,3,47,9,2038/8/15
15/6/2020,13,中環,107,7,49,162,26,16,4,48,8,2038/8/16
15/6/2020,14,中環,97,5,42,123,31,13,4,49,6,2038/8/17
15/6/2020,15,中環,113,5,54,179,20,15,3,44,8,2038/8/18
15/6/2020,16,中環,107,9,59,225,19,19,4,47,8,2038/8/19
15/6/2020,17,中環,96,8,46,134,27,18,4,46,8,2038/8/20
15/6/2020,18,中環,110,5,75,243,16,14,4,54,7,2038/8/21
15/6/2020,19,中環,118,8,69,218,15,16,5,58,3,2038/8/22
15/6/2020,20,中環,114,8,57,198,16,15,4,60,8,2038/8/23
15/6/2020,21,中環,113,6,44,140,16,14,3,61,10,2038/8/24
15/6/2020,22,中環,115,4,46,139,12,13,4,58,9,2038/8/25
15/6/2020,23,中環,111,7,37,114,13,16,3,57,6,2038/8/26
15/6/2020,24,中環,112,7,40,123,13,15,2,54,3,2038/8/27
16/6/2020,1,中環,103,6,36,107,14,17,3,53,4,2038/8/28
16/6/2020,2,中環,98,3,30,72,20,18,2,42,5,2038/8/29
16/6/2020,3,中環,98,3,30,72,21,17,2,45,3,2038/8/30
16/6/2020,4,中環,90,6,22,46,27,22,2,45,4,2038/8/31
16/6/2020,5,中環,90,6,27,63,23,22,3,52,3,2038/9/1
16/6/2020,6,中環,89,4,24,51,25,21,1,56,2,2038/9/2
16/6/2020,7,中環,92,3,27,66,20,10,2,48,2,2038/9/3
16/6/2020,8,中環,99,3,40,127,17,9,2,49,6,2038/9/4
16/6/2020,9,中環,100,3,62,221,16,12,4,52,7,2038/9/5
16/6/2020,10,中環,101,3,55,204,18,14,4,53,9,2038/9/6
16/6/2020,11,中環,102,1,41,112,24,10,3,49,9,2038/9/7
16/6/2020,12,中環,114,3,55,214,20,11,4,54,10,2038/9/8
16/6/2020,13,中環,103,8,51,146,24,16,4,47,9,2038/9/9
16/6/2020,14,中環,118,6,56,195,15,10,4,56,7,2038/9/10
16/6/2020,15,中環,130,9,72,299,12,16,5,58,7,2038/9/11
16/6/2020,16,中環,112,9,48,158,24,16,4,60,11,2038/9/12
16/6/2020,17,中環,102,5,49,143,22,11,3,56,8,2038/9/13
16/6/2020,18,中環,96,4,38,90,30,10,3,78,9,2038/9/14
16/6/2020,19,中環,106,5,61,247,18,10,4,66,9,2038/9/15
16/6/2020,20,中環,137,8,69,311,10,13,6,63,10,2038/9/16
16/6/2020,21,中環,124,7,53,181,12,11,5,60,8,2038/9/17
16/6/2020,22,中環,126,8,59,196,10,12,5,54,5,2038/9/18
16/6/2020,23,中環,121,11,47,190,10,18,5,52,6,2038/9/19
16/6/2020,24,中環,118,11,41,141,12,19,4,56,6,2038/9/20
17/6/2020,1,中環,96,8,33,80,17,12,3,51,5,2038/9/21
17/6/2020,2,中環,95,4,39,118,14,8,4,46,5,2038/9/22
17/6/2020,3,中環,97,5,31,70,17,9,3,46,6,2038/9/23
17/6/2020,4,中環,95,6,28,64,19,9,3,41,4,2038/9/24
17/6/2020,5,中環,88,7,22,46,25,11,3,38,3,2038/9/25
17/6/2020,6,中環,95,3,26,52,23,7,3,41,2,2038/9/26
17/6/2020,7,中環,90,5,25,56,23,10,2,42,2,2038/9/27
17/6/2020,8,中環,97,5,42,107,19,9,3,55,3,2038/9/28
17/6/2020,9,中環,104,7,55,185,19,12,4,53,6,2038/9/29
17/6/2020,10,中環,113,7,71,252,17,12,4,56,7,2038/9/30
17/6/2020,11,中環,125,4,68,234,17,10,5,53,8,2038/10/1
17/6/2020,12,中環,140,6,52,157,26,12,4,49,8,2038/10/2
17/6/2020,13,中環,105,5,58,132,27,10,4,53,5,2038/10/3
17/6/2020,14,中環,110,7,56,124,33,13,3,48,5,2038/10/4
17/6/2020,15,中環,103,8,56,143,32,13,3,47,6,2038/10/5
17/6/2020,16,中環,107,7,47,123,35,13,4,48,5,2038/10/6
17/6/2020,17,中環,93,5,47,135,32,10,2,54,6,2038/10/7
17/6/2020,18,中環,96,1,33,75,35,5,3,55,5,2038/10/8
17/6/2020,19,中環,114,5,75,247,17,8,4,63,7,2038/10/9
17/6/2020,20,中環,127,8,69,200,13,12,6,55,7,2038/10/10
17/6/2020,21,中環,134,4,54,122,13,9,4,59,5,2038/10/11
17/6/2020,22,中環,129,6,54,166,11,11,4,60,5,2038/10/12
17/6/2020,23,中環,118,5,48,126,13,11,4,53,4,2038/10/13
17/6/2020,24,中環,105,9,47,121,12,16,3,52,4,2038/10/14
18/6/2020,1,中環,101,11,41,109,14,19,3,54,6,2038/10/15
18/6/2020,2,中環,105,3,39,102,13,10,5,54,3,2038/10/16
18/6/2020,3,中環,105,6,39,102,27,14,5,49,3,2038/10/17
18/6/2020,4,中環,93,4,29,68,25,10,2,44,1,2038/10/18
18/6/2020,5,中環,87,2,25,52,29,9,3,41,1,2038/10/19
18/6/2020,6,中環,87,2,21,39,31,5,2,48,1,2038/10/20
18/6/2020,7,中環,91,4,37,101,23,8,2,48,2,2038/10/21
18/6/2020,8,中環,104,7,55,190,13,11,4,52,3,2038/10/22
18/6/2020,9,中環,116,7,77,295,12,12,5,49,8,2038/10/23
18/6/2020,10,中環,119,10,75,322,14,18,5,53,9,2038/10/24
18/6/2020,11,中環,119,11,75,259,15,20,4,55,11,2038/10/25
18/6/2020,12,中環,116,10,76,264,20,17,5,57,12,2038/10/26
18/6/2020,13,中環,122,10,68,225,17,17,5,49,7,2038/10/27
18/6/2020,14,中環,111,6,45,127,27,11,4,49,4,2038/10/28
18/6/2020,15,中環,99,7,47,137,26,12,5,50,7,2038/10/29
18/6/2020,16,中環,94,4,43,118,30,8,3,52,6,2038/10/30
18/6/2020,17,中環,107,7,68,262,16,12,5,54,8,2038/10/31
18/6/2020,18,中環,126,10,73,293,11,16,6,57,7,2038/11/1
18/6/2020,19,中環,125,13,78,304,11,20,6,62,6,2038/11/2
18/6/2020,20,中環,138,12,62,200,11,17,5,55,9,2038/11/3
18/6/2020,21,中環,125,12,50,155,15,17,4,61,8,2038/11/4
18/6/2020,22,中環,95,7,27,58,27,13,2,51,7,2038/11/5
18/6/2020,23,中環,100,6,40,114,17,10,3,58,6,2038/11/6
18/6/2020,24,中環,92,7,34,79,24,11,2,65,7,2038/11/7
19/6/2020,1,中環,89,5,49,155,21,8,4,51,6,2038/11/8
19/6/2020,2,中環,94,3,38,81,27,6,2,47,6,2038/11/9
19/6/2020,3,中環,92,2,28,66,26,6,2,47,3,2038/11/10
19/6/2020,4,中環,92,3,36,79,30,6,3,42,2,2038/11/11
19/6/2020,5,中環,86,3,33,89,30,5,3,42,2,2038/11/12
19/6/2020,6,中環,95,2,28,62,22,5,2,47,3,2038/11/13
19/6/2020,7,中環,93,2,32,78,22,7,2,43,5,2038/11/14
19/6/2020,8,中環,95,4,40,100,21,7,3,48,5,2038/11/15
19/6/2020,9,中環,101,4,49,149,21,7,4,52,6,2038/11/16
19/6/2020,10,中環,107,6,58,187,19,10,5,51,6,2038/11/17
19/6/2020,11,中環,112,5,66,243,20,10,5,48,6,2038/11/18
19/6/2020,12,中環,113,8,80,268,20,16,6,51,6,2038/11/19
19/6/2020,13,中環,103,9,52,180,28,13,4,54,6,2038/11/20
19/6/2020,14,中環,96,7,42,121,33,9,5,51,7,2038/11/21
19/6/2020,15,中環,104,6,56,201,21,9,6,46,9,2038/11/22
19/6/2020,16,中環,98,10,54,151,27,15,4,49,6,2038/11/23
19/6/2020,17,中環,104,8,68,211,16,13,7,51,8,2038/11/24
19/6/2020,18,中環,105,10,67,256,19,15,6,53,7,2038/11/25
19/6/2020,19,中環,113,9,74,287,14,13,5,64,7,2038/11/26
19/6/2020,20,中環,121,9,62,181,18,14,4,63,10,2038/11/27
19/6/2020,21,中環,107,10,45,96,21,16,3,59,11,2038/11/28
19/6/2020,22,中環,117,11,49,130,13,16,4,61,10,2038/11/29
19/6/2020,23,中環,112,14,53,153,15,18,3,62,9,2038/11/30
19/6/2020,24,中環,92,14,30,54,28,19,3,52,7,2038/12/1
20/6/2020,1,中環,97,8,34,95,24,12,3,53,5,2038/12/2
20/6/2020,2,中環,100,7,32,89,22,11,3,58,3,2038/12/3
20/6/2020,3,中環,100,5,32,89,27,9,3,43,1,2038/12/4
20/6/2020,4,中環,88,5,21,39,26,7,3,43,3,2038/12/5
20/6/2020,5,中環,86,3,19,33,28,4,3,40,3,2038/12/6
20/6/2020,6,中環,94,3,31,74,17,5,3,41,4,2038/12/7
20/6/2020,7,中環,98,8,38,126,14,11,4,48,4,2038/12/8
20/6/2020,8,中環,100,7,45,134,13,13,4,41,4,2038/12/9
20/6/2020,9,中環,100,6,49,167,13,9,4,44,5,2038/12/10
20/6/2020,10,中環,95,7,47,143,18,12,4,44,5,2038/12/11
20/6/2020,11,中環,109,4,49,145,21,7,4,50,9,2038/12/12
20/6/2020,12,中環,99,4,46,121,30,7,3,47,9,2038/12/13
20/6/2020,13,中環,100,4,36,91,32,6,3,53,7,2038/12/14
20/6/2020,14,中環,96,7,38,82,29,10,4,49,8,2038/12/15
20/6/2020,15,中環,103,12,59,159,21,17,5,48,6,2038/12/16
20/6/2020,16,中環,108,16,67,210,19,20,6,51,5,2038/12/17
20/6/2020,17,中環,106,9,66,161,23,13,3,51,7,2038/12/18
20/6/2020,18,中環,110,6,78,214,16,12,5,57,5,2038/12/19
20/6/2020,19,中環,95,4,37,70,32,9,3,77,7,2038/12/20
20/6/2020,20,中環,108,5,46,97,21,8,3,66,12,2038/12/21
20/6/2020,21,中環,103,6,39,86,23,9,3,67,9,2038/12/22
20/6/2020,22,中環,97,4,31,57,30,6,2,62,9,2038/12/23
20/6/2020,23,中環,94,4,35,78,25,6,2,63,8,2038/12/24
20/6/2020,24,中環,92,11,31,65,24,15,3,56,6,2038/12/25
21/6/2020,1,中環,95,6,29,57,25,9,4,51,5,2038/12/26
21/6/2020,2,中環,100,4,41,82,25,9,3,47,4,2038/12/27
21/6/2020,3,中環,88,2,22,42,30,6,3,47,3,2038/12/28
21/6/2020,4,中環,89,4,26,45,28,5,2,37,3,2038/12/29
21/6/2020,5,中環,96,3,39,97,15,5,3,37,4,2038/12/30
21/6/2020,6,中環,95,3,34,112,14,7,4,46,4,2038/12/31
21/6/2020,7,中環,91,4,31,96,13,9,3,42,5,2039/1/1
21/6/2020,8,中環,97,3,34,123,14,6,4,40,4,2039/1/2
21/6/2020,9,中環,101,3,40,165,16,8,3,46,5,2039/1/3
21/6/2020,10,中環,100,6,42,149,19,11,4,46,7,2039/1/4
21/6/2020,11,中環,110,5,45,158,20,13,4,46,5,2039/1/5
21/6/2020,12,中環,99,7,46,143,21,14,4,50,5,2039/1/6
21/6/2020,13,中環,100,3,40,127,26,8,4,49,9,2039/1/7
21/6/2020,14,中環,100,6,46,128,27,12,3,47,6,2039/1/8
21/6/2020,15,中環,99,6,52,172,22,13,4,44,5,2039/1/9
21/6/2020,16,中環,102,6,44,154,17,16,4,45,6,2039/1/10
21/6/2020,17,中環,98,3,45,131,16,10,3,57,7,2039/1/11
21/6/2020,18,中環,107,5,47,162,15,12,4,50,6,2039/1/12
21/6/2020,19,中環,103,4,44,127,16,11,3,57,4,2039/1/13
21/6/2020,20,中環,106,6,44,115,13,12,3,59,3,2039/1/14
21/6/2020,21,中環,101,8,34,79,19,12,3,48,5,2039/1/15
21/6/2020,22,中環,94,4,27,63,23,8,2,51,8,2039/1/16
21/6/2020,23,中環,96,1,32,89,19,6,2,59,7,2039/1/17
21/6/2020,24,中環,92,4,23,57,24,10,3,66,7,2039/1/18
22/6/2020,1,中環,86,5,19,44,29,12,2,47,5,2039/1/19
22/6/2020,2,中環,86,3,13,26,31,9,2,45,5,2039/1/20
22/6/2020,3,中環,86,7,13,26,28,12,2,35,3,2039/1/21
22/6/2020,4,中環,86,7,14,27,28,13,2,38,2,2039/1/22
22/6/2020,5,中環,86,5,16,28,27,9,2,36,3,2039/1/23
22/6/2020,6,中環,94,4,27,51,19,8,2,36,2,2039/1/24
22/6/2020,7,中環,102,5,43,135,12,10,3,39,3,2039/1/25
22/6/2020,8,中環,105,8,54,194,12,16,4,50,5,2039/1/26
22/6/2020,9,中環,112,9,66,283,13,17,5,45,7,2039/1/27
22/6/2020,10,中環,108,5,55,206,18,13,4,50,8,2039/1/28
22/6/2020,11,中環,112,4,71,262,15,14,5,53,9,2039/1/29
22/6/2020,12,中環,121,9,74,335,11,19,6,49,8,2039/1/30
22/6/2020,13,中環,120,9,68,273,13,18,7,50,6,2039/1/31
22/6/2020,14,中環,118,10,53,172,18,18,4,49,9,2039/2/1
22/6/2020,15,中環,111,6,51,154,24,15,4,45,8,2039/2/2
22/6/2020,16,中環,111,7,60,186,18,15,4,48,9,2039/2/3
22/6/2020,17,中環,109,8,68,227,15,16,5,52,9,2039/2/4
22/6/2020,18,中環,114,9,76,291,12,17,5,51,10,2039/2/5
22/6/2020,19,中環,127,9,85,333,10,18,6,56,9,2039/2/6
22/6/2020,20,中環,129,9,63,202,11,19,7,62,10,2039/2/7
22/6/2020,21,中環,114,8,44,115,17,19,4,58,9,2039/2/8
22/6/2020,22,中環,97,8,34,76,22,17,3,59,9,2039/2/9
22/6/2020,23,中環,94,5,26,53,27,13,2,49,8,2039/2/10
22/6/2020,24,中環,94,6,30,72,26,14,1,49,8,2039/2/11
23/6/2020,1,中環,96,6,38,130,22,14,3,45,4,2039/2/12
23/6/2020,2,中環,100,5,40,143,15,13,3,46,3,2039/2/13
23/6/2020,3,中環,92,9,28,58,23,16,2,46,4,2039/2/14
23/6/2020,4,中環,92,8,28,58,24,15,2,39,5,2039/2/15
23/6/2020,5,中環,92,9,20,40,26,14,2,34,2,2039/2/16
23/6/2020,6,中環,97,2,23,46,25,8,2,34,2,2039/2/17
23/6/2020,7,中環,97,5,32,74,19,10,2,41,1,2039/2/18
23/6/2020,8,中環,112,9,58,209,11,19,4,41,4,2039/2/19
